Tumor_Sample_ID,Tumor_Sample_Index
TCGA-AF-3913,1027
TCGA-AG-3611,1028
TCGA-A8-A084,1029
TCGA-A8-A099,1030
TCGA-59-2348,1031
TCGA-A2-A0CR,1032
TCGA-10-0931,1033
TCGA-B5-A0K4,1034
TCGA-02-2485,1035
TCGA-AN-A0XW,1036
TCGA-13-1497,1037
TCGA-B6-A0IO,1038
TCGA-D8-A27F,1039
TCGA-BK-A0CA,1040
TCGA-13-0791,1041
TCGA-28-2509,1042
TCGA-44-3396,1043
TCGA-A7-A4SE,1044
TCGA-06-0749,1045
TCGA-BH-A0DZ,1046
TCGA-44-6777,1047
TCGA-32-1982,1048
TCGA-67-6215,1049
TCGA-B5-A0K1,1050
TCGA-12-3653,1051
TCGA-D1-A103,1052
TCGA-16-0861,1053
TCGA-55-7576,1054
TCGA-13-0720,1055
TCGA-AA-3562,1056
TCGA-AC-A2FE,1057
TCGA-D8-A1XG,1058
TCGA-AA-3949,1059
TCGA-BH-A1FC,1060
TCGA-E9-A22B,1061
TCGA-D1-A16F,1062
TCGA-A7-A13D,1063
TCGA-A5-A0GV,1064
TCGA-55-6982,1065
TCGA-A2-A0CL,1066
TCGA-49-4506,1067
TCGA-B6-A0X0,1068
TCGA-13-0923,1069
TCGA-E2-A2P6,1070
TCGA-06-0747,1071
TCGA-A8-A07G,1072
TCGA-AR-A24L,1073
TCGA-B6-A0RQ,1074
TCGA-32-5222,1075
TCGA-E9-A1RF,1076
TCGA-AA-3667,1077
TCGA-AG-A036,1078
TCGA-BG-A0YV,1079
TCGA-06-0750,1080
TCGA-AG-3883,1081
TCGA-A7-A0D9,1082
TCGA-BH-A0HQ,1083
TCGA-EW-A1PE,1084
TCGA-AP-A1DQ,1085
TCGA-24-1466,1086
TCGA-E2-A573,1087
TCGA-D8-A1JT,1088
TCGA-19-5951,1089
TCGA-E2-A1LE,1090
TCGA-C8-A1HE,1091
TCGA-55-7724,1092
TCGA-GM-A5PX,1093
TCGA-A8-A09Q,1094
TCGA-OL-A5S0,1095
TCGA-24-1428,1096
TCGA-AG-3584,1097
TCGA-C8-A138,1098
TCGA-E9-A1NF,1099
TCGA-24-1548,1100
TCGA-06-5408,1101
TCGA-B6-A0IP,1102
TCGA-05-4384,1103
TCGA-BH-A0HI,1104
TCGA-25-1633,1105
TCGA-24-2293,1106
TCGA-AO-A0JL,1107
TCGA-DI-A0WH,1108
TCGA-78-7166,1109
TCGA-D1-A17R,1110
TCGA-76-6192,1111
TCGA-31-1950,1112
TCGA-50-5935,1113
TCGA-AC-A3W5,1114
TCGA-AR-A1AN,1115
TCGA-C8-A12T,1116
TCGA-C8-A26W,1117
TCGA-E9-A1NA,1118
TCGA-AC-A5XU,1119
TCGA-AO-A0JJ,1120
TCGA-BH-A18F,1121
TCGA-91-6829,1122
TCGA-AC-A3YJ,1123
TCGA-AG-3602,1124
TCGA-10-0934,1125
TCGA-BH-A18Q,1126
TCGA-06-0184,1127
TCGA-AG-A00H,1128
TCGA-BH-A0EE,1129
TCGA-06-2564,1130
TCGA-24-0966,1131
TCGA-D8-A1JP,1132
TCGA-12-0618,1133
TCGA-AA-3531,1134
TCGA-76-6282,1135
TCGA-06-2561,1136
TCGA-50-5932,1137
TCGA-A2-A0D2,1138
TCGA-AA-3947,1139
TCGA-DI-A1NN,1140
TCGA-36-1574,1141
TCGA-BH-A1FR,1142
TCGA-EW-A2FS,1143
TCGA-E9-A1RE,1144
TCGA-AQ-A04H,1145
TCGA-61-2104,1146
TCGA-AG-3605,1147
TCGA-B6-A0IJ,1148
TCGA-A1-A0SQ,1149
TCGA-AA-3556,1150
TCGA-76-4934,1151
TCGA-OL-A5RU,1152
TCGA-A8-A08R,1153
TCGA-E9-A1RA,1154
TCGA-OL-A66I,1155
TCGA-AA-A01T,1156
TCGA-EW-A1IZ,1157
TCGA-BH-A1EN,1158
TCGA-09-2053,1159
TCGA-A5-A0G5,1160
TCGA-LQ-A4E4,1161
TCGA-B6-A0RV,1162
TCGA-24-2035,1163
TCGA-A8-A07Z,1164
TCGA-AR-A5QP,1165
TCGA-AG-A015,1166
TCGA-64-5781,1167
TCGA-AA-3984,1168
TCGA-41-6646,1169
TCGA-06-0648,1170
TCGA-06-6701,1171
TCGA-06-0879,1172
TCGA-14-2554,1173
TCGA-AP-A0LE,1174
TCGA-13-1496,1175
TCGA-AX-A0IW,1176
TCGA-A5-A0GE,1177
TCGA-12-0619,1178
TCGA-LL-A440,1179
TCGA-A8-A09B,1180
TCGA-AP-A0LD,1181
TCGA-55-1596,1182
TCGA-E2-A1B1,1183
TCGA-AG-A014,1184
TCGA-D1-A165,1185
TCGA-59-2355,1186
TCGA-AN-A0FS,1187
TCGA-B6-A0IE,1188
TCGA-E9-A22G,1189
TCGA-36-1570,1190
TCGA-09-2045,1191
TCGA-BH-A18H,1192
TCGA-24-1104,1193
TCGA-B5-A0K3,1194
TCGA-78-7542,1195
TCGA-GM-A2DF,1196
TCGA-13-1494,1197
TCGA-74-6575,1198
TCGA-AR-A0TU,1199
TCGA-44-2666,1200
TCGA-28-5220,1201
TCGA-BH-A0DX,1202
TCGA-13-1481,1203
TCGA-E9-A248,1204
TCGA-06-0126,1205
TCGA-B6-A0I2,1206
TCGA-36-1576,1207
TCGA-BG-A0MS,1208
TCGA-13-0906,1209
TCGA-A2-A4RY,1210
TCGA-LL-A5YL,1211
TCGA-B5-A1MU,1212
TCGA-D1-A16N,1213
TCGA-BH-A0H9,1214
TCGA-C8-A12K,1215
TCGA-B5-A11Q,1216
TCGA-A2-A1FZ,1217
TCGA-BH-A1F0,1218
TCGA-23-1117,1219
TCGA-D1-A0ZR,1220
TCGA-GM-A3XG,1221
TCGA-13-0894,1222
TCGA-D8-A1XF,1223
TCGA-06-1806,1224
TCGA-A1-A0SB,1225
TCGA-24-1424,1226
TCGA-50-6597,1227
TCGA-13-0755,1228
TCGA-E2-A1LK,1229
TCGA-A8-A07R,1230
TCGA-AC-A2BK,1231
TCGA-AR-A255,1232
TCGA-E2-A109,1233
TCGA-A8-A07E,1234
TCGA-50-5044,1235
TCGA-E2-A15F,1236
TCGA-AA-3941,1237
TCGA-GM-A2DH,1238
TCGA-A7-A3RF,1239
TCGA-38-6178,1240
TCGA-BS-A0V7,1241
TCGA-A2-A0YE,1242
TCGA-D8-A1X5,1243
TCGA-E2-A10E,1244
TCGA-BH-A0C1,1245
TCGA-AP-A0LL,1246
TCGA-C8-A278,1247
TCGA-A8-A08B,1248
TCGA-AR-A2LK,1249
TCGA-24-1544,1250
TCGA-A5-A0VO,1251
TCGA-D8-A27H,1252
TCGA-35-3615,1253
TCGA-A8-A08H,1254
TCGA-AG-3578,1255
TCGA-24-0982,1256
TCGA-02-2486,1257
TCGA-49-4490,1258
TCGA-E2-A14Y,1259
TCGA-E2-A1IH,1260
TCGA-AA-3818,1261
TCGA-D8-A1Y3,1262
TCGA-AA-3554,1263
TCGA-24-1549,1264
TCGA-AC-A3TM,1265
TCGA-64-1680,1266
TCGA-57-1582,1267
TCGA-25-1318,1268
TCGA-AA-3560,1269
TCGA-41-3393,1270
TCGA-GM-A2DD,1271
TCGA-A8-A096,1272
TCGA-A2-A04X,1273
TCGA-D8-A1JL,1274
TCGA-09-2049,1275
TCGA-A8-A09G,1276
TCGA-A8-A07L,1277
TCGA-AR-A1AT,1278
TCGA-BH-A0W3,1279
TCGA-25-2391,1280
TCGA-AO-A0JA,1281
TCGA-AN-A0AR,1282
TCGA-GM-A5PV,1283
TCGA-06-2565,1284
TCGA-D1-A17A,1285
TCGA-E9-A1RG,1286
TCGA-20-0987,1287
TCGA-AA-3680,1288
TCGA-06-0650,1289
TCGA-D8-A1XK,1290
TCGA-D1-A160,1291
TCGA-E9-A1N4,1292
TCGA-13-1505,1293
TCGA-61-1995,1294
TCGA-61-2094,1295
TCGA-24-1565,1296
TCGA-E2-A1LL,1297
TCGA-A8-A08T,1298
TCGA-B6-A0IG,1299
TCGA-A2-A0YT,1300
TCGA-AC-A5XS,1301
TCGA-B5-A11W,1302
TCGA-BH-A0GY,1303
TCGA-AA-3516,1304
TCGA-A8-A08I,1305
TCGA-10-0930,1306
TCGA-A8-A07O,1307
TCGA-87-5896,1308
TCGA-D8-A1XQ,1309
TCGA-AA-3848,1310
TCGA-AA-3521,1311
TCGA-AN-A0XR,1312
TCGA-13-0795,1313
TCGA-32-4210,1314
TCGA-13-1403,1315
TCGA-BH-A0DQ,1316
TCGA-06-0173,1317
TCGA-C8-A27B,1318
TCGA-32-4209,1319
TCGA-AQ-A1H2,1320
TCGA-AG-3574,1321
TCGA-A2-A0YK,1322
TCGA-D8-A1XO,1323
TCGA-AN-A0FX,1324
TCGA-E2-A1L7,1325
TCGA-AG-A01W,1326
TCGA-D8-A1JJ,1327
TCGA-AP-A05D,1328
TCGA-44-7670,1329
TCGA-D8-A1Y0,1330
TCGA-26-5132,1331
TCGA-19-2620,1332
TCGA-B5-A0K6,1333
TCGA-24-0968,1334
TCGA-AX-A0J1,1335
TCGA-55-6979,1336
TCGA-12-3650,1337
TCGA-23-1030,1338
TCGA-A2-A0CV,1339
TCGA-AG-3890,1340
TCGA-13-0884,1341
TCGA-06-2569,1342
TCGA-E2-A15L,1343
TCGA-AO-A12H,1344
TCGA-BH-A18M,1345
TCGA-13-1507,1346
TCGA-AO-A12F,1347
TCGA-E2-A1IN,1348
TCGA-78-7145,1349
TCGA-55-7903,1350
TCGA-AA-A02W,1351
TCGA-EW-A1P0,1352
TCGA-AG-A02G,1353
TCGA-A8-A07U,1354
TCGA-AP-A0L8,1355
TCGA-A2-A0T6,1356
TCGA-49-4494,1357
TCGA-A5-A0RA,1358
TCGA-E2-A14S,1359
TCGA-EW-A1OZ,1360
TCGA-A2-A0SX,1361
TCGA-A1-A0SP,1362
TCGA-25-2404,1363
TCGA-14-1829,1364
TCGA-13-0762,1365
TCGA-E9-A2JT,1366
TCGA-AO-A03P,1367
TCGA-AO-A12B,1368
TCGA-AR-A5QQ,1369
TCGA-E9-A244,1370
TCGA-25-1317,1371
TCGA-BH-A0AY,1372
TCGA-A7-A4SF,1373
TCGA-06-0155,1374
TCGA-BH-A0DS,1375
TCGA-B6-A0X1,1376
TCGA-13-1510,1377
TCGA-E9-A1R7,1378
TCGA-D1-A0ZZ,1379
TCGA-A2-A0EX,1380
TCGA-26-1442,1381
TCGA-AQ-A54N,1382
TCGA-BH-A0HY,1383
TCGA-13-0724,1384
TCGA-06-0646,1385
TCGA-E2-A15O,1386
TCGA-EW-A1IW,1387
TCGA-14-0817,1388
TCGA-AR-A256,1389
TCGA-A7-A13G,1390
TCGA-49-4512,1391
TCGA-28-5213,1392
TCGA-AP-A0LG,1393
TCGA-GM-A2DC,1394
TCGA-04-1367,1395
TCGA-BK-A139,1396
TCGA-D1-A0ZS,1397
TCGA-BH-A0BL,1398
TCGA-27-1837,1399
TCGA-AA-3527,1400
TCGA-BS-A0TG,1401
TCGA-61-2000,1402
TCGA-A2-A0YC,1403
TCGA-BH-A0HN,1404
TCGA-A7-A426,1405
TCGA-02-0055,1406
TCGA-A6-2672,1407
TCGA-AA-A01V,1408
TCGA-AG-3580,1409
TCGA-BS-A0T9,1410
TCGA-D1-A16J,1411
TCGA-27-2518,1412
TCGA-50-5055,1413
TCGA-OL-A66K,1414
TCGA-D8-A1J9,1415
TCGA-AA-3695,1416
TCGA-24-1557,1417
TCGA-BH-A209,1418
TCGA-A8-A06R,1419
TCGA-BH-A0BZ,1420
TCGA-AG-4001,1421
TCGA-BH-A28Q,1422
TCGA-05-4425,1423
TCGA-A8-A094,1424
TCGA-D1-A16G,1425
TCGA-A2-A0D4,1426
TCGA-A2-A3XZ,1427
TCGA-BH-A0HB,1428
TCGA-13-0910,1429
TCGA-AG-4008,1430
TCGA-AN-A04C,1431
TCGA-55-7725,1432
TCGA-A2-A0SY,1433
TCGA-A2-A3XW,1434
TCGA-AO-A03R,1435
TCGA-05-4396,1436
TCGA-AA-3524,1437
TCGA-AG-A026,1438
TCGA-D1-A17U,1439
TCGA-GM-A2DB,1440
TCGA-AC-A2QJ,1441
TCGA-AA-A01P,1442
TCGA-75-6203,1443
TCGA-13-0891,1444
TCGA-A7-A0DA,1445
TCGA-A2-A0EM,1446
TCGA-23-1120,1447
TCGA-05-4432,1448
TCGA-AO-A124,1449
TCGA-AA-3685,1450
TCGA-OL-A5RX,1451
TCGA-AP-A0LN,1452
TCGA-55-6980,1453
TCGA-06-0139,1454
TCGA-EW-A1PB,1455
TCGA-AO-A0J3,1456
TCGA-14-4157,1457
TCGA-13-0920,1458
TCGA-25-1623,1459
TCGA-05-4417,1460
TCGA-BS-A0TC,1461
TCGA-24-1564,1462
TCGA-D8-A27G,1463
TCGA-E2-A15H,1464
TCGA-D1-A17S,1465
TCGA-AC-A23E,1466
TCGA-BH-A0AZ,1467
TCGA-09-0369,1468
TCGA-25-2409,1469
TCGA-A8-A075,1470
TCGA-05-4415,1471
TCGA-C8-A12P,1472
TCGA-AN-A0FZ,1473
TCGA-09-2051,1474
TCGA-E2-A10C,1475
TCGA-D8-A1XR,1476
TCGA-AO-A12G,1477
TCGA-B5-A0JT,1478
TCGA-E9-A249,1479
TCGA-BG-A18C,1480
TCGA-AO-A125,1481
TCGA-13-0912,1482
TCGA-A7-A3J0,1483
TCGA-AF-2691,1484
TCGA-BG-A0M4,1485
TCGA-24-2260,1486
TCGA-A2-A3XX,1487
TCGA-AN-A049,1488
TCGA-25-1627,1489
TCGA-06-0219,1490
TCGA-C8-A12U,1491
TCGA-B6-A2IU,1492
TCGA-A2-A0CW,1493
TCGA-27-1831,1494
TCGA-AO-A0JE,1495
TCGA-24-1463,1496
TCGA-23-1124,1497
TCGA-05-4424,1498
TCGA-BH-A1FG,1499
TCGA-D8-A140,1500
TCGA-06-0744,1501
TCGA-E2-A15E,1502
TCGA-76-6661,1503
TCGA-44-2659,1504
TCGA-AX-A05Z,1505
TCGA-A2-A1G4,1506
TCGA-BH-A0HU,1507
TCGA-AN-A0FW,1508
TCGA-D8-A1JS,1509
TCGA-B6-A400,1510
TCGA-AN-A0AS,1511
TCGA-AQ-A1H3,1512
TCGA-AA-A004,1513
TCGA-BH-A0HO,1514
TCGA-AA-3552,1515
TCGA-06-0188,1516
TCGA-12-5299,1517
TCGA-E9-A22A,1518
TCGA-A8-A09D,1519
TCGA-05-4422,1520
TCGA-74-6573,1521
TCGA-06-0130,1522
TCGA-BH-A0W4,1523
TCGA-B5-A0JN,1524
TCGA-78-7536,1525
TCGA-06-2563,1526
TCGA-BK-A0CC,1527
TCGA-BG-A18A,1528
TCGA-05-4382,1529
TCGA-05-4420,1530
TCGA-AO-A1KT,1531
TCGA-28-6450,1532
TCGA-B5-A0JY,1533
TCGA-44-6775,1534
TCGA-BH-A0DK,1535
TCGA-AR-A1AV,1536
TCGA-14-1456,1537
TCGA-AA-3517,1538
TCGA-06-0168,1539
TCGA-AY-4071,1540
TCGA-75-6211,1541
TCGA-EO-A1Y8,1542
TCGA-AA-3855,1543
TCGA-BG-A0MO,1544
TCGA-AR-A24S,1545
TCGA-BH-A0H7,1546
TCGA-53-7626,1547
TCGA-D8-A1JD,1548
TCGA-BH-A1F5,1549
TCGA-06-0875,1550
TCGA-E2-A14P,1551
TCGA-75-6205,1552
TCGA-AN-A0FD,1553
TCGA-50-5944,1554
TCGA-49-6742,1555
TCGA-AA-3530,1556
TCGA-E9-A2JS,1557
TCGA-D8-A13Y,1558
TCGA-E2-A2P5,1559
TCGA-06-0157,1560
TCGA-BS-A0U9,1561
TCGA-23-1026,1562
TCGA-HN-A2NL,1563
TCGA-AN-A0XP,1564
TCGA-09-1665,1565
TCGA-AA-3870,1566
TCGA-D1-A1NU,1567
TCGA-13-0760,1568
TCGA-BH-A0E2,1569
TCGA-23-2079,1570
TCGA-GM-A2DK,1571
TCGA-BH-A0DP,1572
TCGA-24-2280,1573
TCGA-A2-A04V,1574
TCGA-D8-A147,1575
TCGA-EW-A2FW,1576
TCGA-23-1028,1577
TCGA-AO-A0JC,1578
TCGA-A7-A0CG,1579
TCGA-04-1365,1580
TCGA-24-2019,1581
TCGA-13-1495,1582
TCGA-GI-A2C9,1583
TCGA-A2-A4RW,1584
TCGA-BH-A0DE,1585
TCGA-AC-A62X,1586
TCGA-AG-A016,1587
TCGA-13-0913,1588
TCGA-AN-A0XN,1589
TCGA-AX-A1C8,1590
TCGA-B6-A401,1591
TCGA-B5-A11R,1592
TCGA-41-5651,1593
TCGA-A2-A3Y0,1594
TCGA-BS-A0UL,1595
TCGA-AG-3898,1596
TCGA-AP-A0LI,1597
TCGA-B5-A11O,1598
TCGA-06-0119,1599
TCGA-AR-A2LR,1600
TCGA-E9-A1R3,1601
TCGA-38-4628,1602
TCGA-57-1993,1603
TCGA-95-7039,1604
TCGA-BH-A42T,1605
TCGA-D8-A1XC,1606
TCGA-25-2396,1607
TCGA-A8-A08L,1608
TCGA-04-1337,1609
TCGA-D1-A17H,1610
TCGA-LL-A50Y,1611
TCGA-D1-A17D,1612
TCGA-A2-A04P,1613
TCGA-61-1728,1614
TCGA-E9-A1RC,1615
TCGA-13-0807,1616
TCGA-GM-A2DA,1617
TCGA-25-1329,1618
TCGA-BH-A1EO,1619
TCGA-14-3476,1620
TCGA-AA-A02J,1621
TCGA-76-6662,1622
TCGA-AA-3864,1623
TCGA-A1-A0SD,1624
TCGA-75-7030,1625
TCGA-12-5301,1626
TCGA-13-0897,1627
TCGA-E2-A10F,1628
TCGA-91-6828,1629
TCGA-E2-A15I,1630
TCGA-A8-A08Z,1631
TCGA-FI-A2EX,1632
TCGA-B5-A0K2,1633
TCGA-AR-A24H,1634
TCGA-13-0885,1635
TCGA-AA-3858,1636
TCGA-AR-A1AL,1637
TCGA-E2-A1LS,1638
TCGA-BS-A0V8,1639
TCGA-50-5931,1640
TCGA-25-1319,1641
TCGA-E2-A14W,1642
TCGA-14-0781,1643
TCGA-AO-A0J2,1644
TCGA-A2-A0SW,1645
TCGA-C8-A275,1646
TCGA-95-7948,1647
TCGA-74-6584,1648
TCGA-BH-A1FM,1649
TCGA-BG-A0VW,1650
TCGA-27-1834,1651
TCGA-78-7149,1652
TCGA-14-1034,1653
TCGA-A8-A0A4,1654
TCGA-BH-A0W5,1655
TCGA-D1-A1NX,1656
TCGA-A8-A083,1657
TCGA-AN-A0FY,1658
TCGA-AP-A0LJ,1659
TCGA-AP-A052,1660
TCGA-A5-A0GH,1661
TCGA-A7-A0CH,1662
TCGA-A5-A0GU,1663
TCGA-PE-A5DD,1664
TCGA-24-1551,1665
TCGA-C8-A12L,1666
TCGA-A5-A0GJ,1667
TCGA-A8-A09C,1668
TCGA-E2-A1B0,1669
TCGA-13-0886,1670
TCGA-32-2638,1671
TCGA-91-6847,1672
TCGA-13-0905,1673
TCGA-75-5122,1674
TCGA-06-0165,1675
TCGA-B5-A0JV,1676
TCGA-B6-A0RN,1677
TCGA-AN-A0AJ,1678
TCGA-A2-A4S0,1679
TCGA-E2-A1B6,1680
TCGA-AN-A0G0,1681
TCGA-B5-A11U,1682
TCGA-55-6986,1683
TCGA-19-1790,1684
TCGA-E2-A108,1685
TCGA-A2-A1FV,1686
TCGA-B6-A0WS,1687
TCGA-24-1470,1688
TCGA-A8-A06Q,1689
TCGA-B6-A0I1,1690
TCGA-75-6212,1691
TCGA-A7-A26I,1692
TCGA-24-1474,1693
TCGA-E9-A226,1694
TCGA-AC-A3YI,1695
TCGA-B5-A0JZ,1696
TCGA-AG-3575,1697
TCGA-23-1110,1698
TCGA-E9-A1R0,1699
TCGA-BH-A0AU,1700
TCGA-D1-A16I,1701
TCGA-06-0189,1702
TCGA-27-1830,1703
TCGA-09-1666,1704
TCGA-BH-A0DO,1705
TCGA-A7-A0CJ,1706
TCGA-AA-3875,1707
TCGA-EW-A1J2,1708
TCGA-AN-A0FK,1709
TCGA-A8-A086,1710
TCGA-04-1357,1711
TCGA-EW-A1PC,1712
TCGA-A5-A0GM,1713
TCGA-04-1332,1714
TCGA-73-4662,1715
TCGA-A6-2674,1716
TCGA-B6-A0I6,1717
TCGA-AX-A060,1718
TCGA-49-4488,1719
TCGA-AP-A05A,1720
TCGA-AN-A0XL,1721
TCGA-13-0804,1722
TCGA-AX-A05U,1723
TCGA-13-0889,1724
TCGA-09-1662,1725
TCGA-06-0122,1726
TCGA-E2-A1IK,1727
TCGA-GM-A2D9,1728
TCGA-E2-A155,1729
TCGA-AR-A0U1,1730
TCGA-HN-A2OB,1731
TCGA-A2-A0T4,1732
TCGA-EW-A1J6,1733
TCGA-EW-A3U0,1734
TCGA-EW-A1IX,1735
TCGA-AO-A1KP,1736
TCGA-09-2050,1737
TCGA-AR-A254,1738
TCGA-BH-A1FU,1739
TCGA-06-0190,1740
TCGA-24-1604,1741
TCGA-A2-A3XT,1742
TCGA-D1-A176,1743
TCGA-04-1338,1744
TCGA-86-7714,1745
TCGA-D1-A16Y,1746
TCGA-93-7348,1747
TCGA-AR-A1AM,1748
TCGA-55-6642,1749
TCGA-13-0887,1750
TCGA-AA-A00Q,1751
TCGA-D1-A169,1752
TCGA-GM-A3NY,1753
TCGA-B6-A0WW,1754
TCGA-D1-A102,1755
TCGA-E9-A295,1756
TCGA-D1-A0ZP,1757
TCGA-E9-A1R4,1758
TCGA-AA-A01I,1759
TCGA-E2-A570,1760
TCGA-76-4929,1761
TCGA-A7-A5ZX,1762
TCGA-38-4626,1763
TCGA-AA-3851,1764
TCGA-05-4410,1765
TCGA-06-6390,1766
TCGA-D8-A27W,1767
TCGA-AO-A0J7,1768
TCGA-C8-A27A,1769
TCGA-86-7713,1770
TCGA-A7-A56D,1771
TCGA-E2-A1B4,1772
TCGA-B6-A0IK,1773
TCGA-B6-A0WT,1774
TCGA-BH-A5IZ,1775
TCGA-A7-A4SB,1776
TCGA-A8-A07B,1777
TCGA-AA-3982,1778
TCGA-A8-A0A9,1779
TCGA-AP-A054,1780
TCGA-23-1118,1781
TCGA-05-4389,1782
TCGA-55-6712,1783
TCGA-AG-A020,1784
TCGA-59-2354,1785
TCGA-44-2655,1786
TCGA-BH-A0H6,1787
TCGA-41-2575,1788
TCGA-D8-A1XM,1789
TCGA-61-1998,1790
TCGA-23-2078,1791
TCGA-13-2060,1792
TCGA-A1-A0SN,1793
TCGA-06-6695,1794
TCGA-AR-A5QN,1795
TCGA-AO-A0JM,1796
TCGA-D8-A3Z6,1797
TCGA-05-5428,1798
TCGA-E2-A1BD,1799
TCGA-AG-3586,1800
TCGA-AR-A2LO,1801
TCGA-BH-A0BQ,1802
TCGA-14-0862,1803
TCGA-61-2088,1804
TCGA-E2-A1LI,1805
TCGA-13-0899,1806
TCGA-A8-A07C,1807
TCGA-A8-A0AB,1808
TCGA-06-2567,1809
TCGA-AR-A1AJ,1810
TCGA-55-1594,1811
TCGA-26-5133,1812
TCGA-EW-A1OY,1813
TCGA-13-1482,1814
TCGA-AR-A1AS,1815
TCGA-BH-A1ES,1816
TCGA-E2-A1LG,1817
TCGA-EW-A2FV,1818
TCGA-32-1977,1819
TCGA-E9-A1N5,1820
TCGA-A2-A1FW,1821
TCGA-61-2110,1822
TCGA-A2-A0CO,1823
TCGA-55-6978,1824
TCGA-C8-A1HG,1825
TCGA-AC-A2FG,1826
