Gene_Name,Index
CTSO,4330
CTSS,4331
CTSW,4332
CTSZ,4333
CTTN,4334
CTTNBP2,4335
CTTNBP2NL,4336
CTU1,4337
CTU2,4338
CTXN3,4339
CUBN,4340
CUEDC1,4341
CUEDC2,4342
CUL1,4343
CUL2,4344
CUL3,4345
CUL4A,4346
CUL4B,4347
CUL5,4348
CUL7,4349
CUL9,4350
CUTA,4351
CUTC,4352
CUX1,4353
CUX2,4354
CUZD1,4355
CWC15,4356
CWC22,4357
CWC25,4358
CWC27,4359
CWF19L1,4360
CWF19L2,4361
CWH43,4362
CX3CL1,4363
CX3CR1,4364
CXADR,4365
CXADRP2,4366
CXCL1,4367
CXCL10,4368
CXCL11,4369
CXCL12,4370
CXCL13,4371
CXCL14,4372
CXCL16,4373
CXCL17,4374
CXCL2,4375
CXCL3,4376
CXCL5,4377
CXCL6,4378
CXCL9,4379
CXCR1,4380
CXCR2,4381
CXCR2P1,4382
CXCR3,4383
CXCR4,4384
CXCR5,4385
CXCR6,4386
CXCR7,4387
CXXC1,4388
CXXC11,4389
CXXC4,4390
CXXC5,4391
CXorf1,4392
CXorf15,4393
CXorf21,4394
CXorf22,4395
CXorf23,4396
CXorf24,4397
CXorf26,4398
CXorf27,4399
CXorf30,4400
CXorf36,4401
CXorf38,4402
CXorf40A,4403
CXorf40B,4404
CXorf41,4405
CXorf48,4406
CXorf56,4407
CXorf57,4408
CXorf58,4409
CXorf59,4410
CXorf61,4411
CXorf64,4412
CXorf65,4413
CXorf66,4414
CXorf67,4415
CYB561,4416
CYB561D1,4417
CYB561D2,4418
CYB5A,4419
CYB5B,4420
CYB5D1,4421
CYB5D2,4422
CYB5R1,4423
CYB5R2,4424
CYB5R3,4425
CYB5R4,4426
CYB5RL,4427
CYBA,4428
CYBASC3,4429
CYBB,4430
CYBRD1,4431
CYC1,4432
CYCS,4433
CYFIP1,4434
CYFIP2,4435
CYGB,4436
CYHR1,4437
CYLC1,4438
CYLC2,4439
CYLD,4440
CYP11A1,4441
CYP11B1,4442
CYP11B2,4443
CYP17A1,4444
CYP19A1,4445
CYP1A1,4446
CYP1A2,4447
CYP1B1,4448
CYP20A1,4449
CYP21A2,4450
CYP24A1,4451
CYP26A1,4452
CYP26B1,4453
CYP26C1,4454
CYP27A1,4455
CYP27B1,4456
CYP27C1,4457
CYP2A13,4458
CYP2A6,4459
CYP2A7,4460
CYP2A7P1,4461
CYP2B6,4462
CYP2B7P1,4463
CYP2C18,4464
CYP2C19,4465
CYP2C8,4466
CYP2C9,4467
CYP2D6,4468
CYP2D7P1,4469
CYP2E1,4470
CYP2F1,4471
CYP2G1P,4472
CYP2J2,4473
CYP2R1,4474
CYP2S1,4475
CYP2U1,4476
CYP2W1,4477
CYP39A1,4478
CYP3A4,4479
CYP3A43,4480
CYP3A5,4481
CYP3A7,4482
CYP46A1,4483
CYP4A11,4484
CYP4A22,4485
CYP4B1,4486
CYP4F11,4487
CYP4F12,4488
CYP4F2,4489
CYP4F22,4490
CYP4F3,4491
CYP4F8,4492
CYP4V2,4493
CYP4X1,4494
CYP4Z1,4495
CYP51A1,4496
CYP7A1,4497
CYP7B1,4498
CYP8B1,4499
CYR61,4500
CYS1,4501
CYSLTR1,4502
CYSLTR2,4503
CYSTM1,4504
CYTH1,4505
CYTH2,4506
CYTH3,4507
CYTH4,4508
CYTIP,4509
CYTL1,4510
CYTSA,4511
CYTSB,4512
CYYR1,4513
D2HGDH,4514
D4S234E,4515
DAAM1,4516
DAAM2,4517
DAB1,4518
DAB2,4519
DAB2IP,4520
DACH1,4521
DACH2,4522
DACT1,4523
DACT2,4524
DACT3,4525
DAD1,4526
DAG1,4527
DAGLA,4528
DAGLB,4529
DAK,4530
DALRD3,4531
DAND5,4532
DAO,4533
DAOA,4534
DAP,4535
DAP3,4536
DAPK1,4537
DAPK2,4538
DAPK3,4539
DAPL1,4540
DAPP1,4541
DARC,4542
DARS,4543
DARS2,4544
DAXX,4545
DAZAP1,4546
DAZAP2,4547
DAZL,4548
DBC1,4549
DBF4,4550
DBF4B,4551
DBH,4552
DBI,4553
DBN1,4554
DBNDD1,4555
DBNDD2,4556
DBNL,4557
DBP,4558
DBR1,4559
DBT,4560
DBX1,4561
DBX2,4562
DCAF10,4563
DCAF11,4564
DCAF12,4565
DCAF12L1,4566
DCAF12L2,4567
DCAF13,4568
DCAF15,4569
DCAF16,4570
DCAF17,4571
DCAF4,4572
DCAF4L1,4573
DCAF4L2,4574
DCAF5,4575
DCAF6,4576
DCAF7,4577
DCAF8,4578
DCAF8L1,4579
DCAF8L2,4580
DCAKD,4581
DCBLD1,4582
DCBLD2,4583
DCC,4584
DCD,4585
DCDC1,4586
DCDC2,4587
DCDC2B,4588
DCDC2C,4589
DCDC5,4590
DCHS1,4591
DCHS2,4592
DCI,4593
DCK,4594
DCLK1,4595
DCLK2,4596
DCLK3,4597
DCLRE1A,4598
DCLRE1B,4599
DCLRE1C,4600
DCN,4601
DCP1A,4602
DCP1B,4603
DCP2,4604
DCPS,4605
DCST1,4606
DCST2,4607
DCSTAMP,4608
DCT,4609
DCTD,4610
DCTN1,4611
DCTN2,4612
DCTN3,4613
DCTN4,4614
DCTN5,4615
DCTN6,4616
DCTPP1,4617
DCUN1D1,4618
DCUN1D2,4619
DCUN1D3,4620
DCUN1D4,4621
DCUN1D5,4622
DCX,4623
DCXR,4624
DDA1,4625
DDAH1,4626
DDAH2,4627
DDB1,4628
DDB2,4629
DDC,4630
DDHD1,4631
DDHD2,4632
DDI1,4633
DDI2,4634
DDIT3,4635
DDIT4,4636
DDIT4L,4637
DDN,4638
DDO,4639
DDOST,4640
DDR1,4641
DDR2,4642
DDRGK1,4643
DDX1,4644
DDX10,4645
DDX11,4646
DDX11L2,4647
DDX11L8,4648
DDX12,4649
DDX12P,4650
DDX17,4651
DDX18,4652
DDX19A,4653
DDX19B,4654
DDX20,4655
DDX21,4656
DDX23,4657
DDX24,4658
DDX25,4659
DDX26B,4660
DDX27,4661
DDX28,4662
DDX31,4663
DDX39,4664
DDX39A,4665
DDX39B,4666
DDX3X,4667
DDX4,4668
DDX41,4669
DDX42,4670
DDX43,4671
DDX46,4672
DDX47,4673
DDX49,4674
DDX5,4675
DDX50,4676
DDX51,4677
DDX52,4678
DDX53,4679
DDX54,4680
DDX55,4681
DDX56,4682
DDX58,4683
DDX59,4684
DDX6,4685
DDX60,4686
DDX60L,4687
DEAF1,4688
DEC1,4689
DECR1,4690
DECR2,4691
DEDD,4692
DEDD2,4693
DEF6,4694
DEF8,4695
DEFA4,4696
DEFA5,4697
DEFA6,4698
DEFB1,4699
DEFB104A,4700
DEFB105A,4701
DEFB105B,4702
DEFB106B,4703
DEFB107A,4704
DEFB108B,4705
DEFB110,4706
DEFB112,4707
DEFB113,4708
DEFB114,4709
DEFB115,4710
DEFB116,4711
DEFB118,4712
DEFB119,4713
DEFB121,4714
DEFB124,4715
DEFB125,4716
DEFB126,4717
DEFB127,4718
DEFB128,4719
DEFB129,4720
DEFB131,4721
DEFB132,4722
DEFB134,4723
DEFB135,4724
DEFB136,4725
DEFB4A,4726
DEFB4B,4727
DEGS1,4728
DEGS2,4729
DEK,4730
DEM1,4731
DENND1A,4732
DENND1B,4733
DENND1C,4734
DENND2A,4735
DENND2C,4736
DENND2D,4737
DENND3,4738
DENND4A,4739
DENND4B,4740
DENND4C,4741
DENND5A,4742
DENND5B,4743
DENR,4744
DEPDC1,4745
DEPDC1B,4746
DEPDC4,4747
DEPDC5,4748
DEPDC6,4749
DEPDC7,4750
DEPTOR,4751
DERA,4752
DERL1,4753
DERL2,4754
DERL3,4755
DES,4756
DESI2,4757
DET1,4758
DEXI,4759
DFFA,4760
DFFB,4761
DFNA5,4762
DFNB31,4763
DFNB59,4764
DGAT1,4765
DGAT2,4766
DGAT2L6,4767
DGCR14,4768
DGCR2,4769
DGCR6,4770
DGCR6L,4771
DGCR8,4772
DGKA,4773
DGKB,4774
DGKD,4775
DGKE,4776
DGKG,4777
DGKH,4778
DGKI,4779
DGKK,4780
DGKQ,4781
DGKZ,4782
DGUOK,4783
DHCR24,4784
DHCR7,4785
DHDDS,4786
DHDH,4787
DHDPSL,4788
DHFR,4789
DHFRL1,4790
DHH,4791
DHODH,4792
DHPS,4793
DHRS1,4794
DHRS11,4795
DHRS12,4796
DHRS13,4797
DHRS2,4798
DHRS3,4799
DHRS4,4800
DHRS4L1,4801
DHRS4L2,4802
DHRS7,4803
DHRS7B,4804
DHRS7C,4805
DHRS9,4806
DHRSX,4807
DHTKD1,4808
DHX15,4809
DHX16,4810
DHX29,4811
DHX30,4812
DHX32,4813
DHX33,4814
DHX34,4815
DHX35,4816
DHX36,4817
DHX37,4818
DHX38,4819
DHX40,4820
DHX40P1,4821
DHX57,4822
DHX58,4823
DHX8,4824
DHX9,4825
DIABLO,4826
DIAPH1,4827
DIAPH2,4828
DIAPH3,4829
DICER1,4830
DIDO1,4831
DIEXF,4832
DIMT1,4833
DIMT1L,4834
DIO1,4835
DIO2,4836
DIO3,4837
DIP2A,4838
DIP2B,4839
DIP2C,4840
DIRAS1,4841
DIRAS2,4842
DIRAS3,4843
DIRC1,4844
DIRC2,4845
DIS3,4846
DIS3L,4847
DIS3L2,4848
DISC1,4849
DISP1,4850
DISP2,4851
DIXDC1,4852
DKC1,4853
DKFZp761E198,4854
DKK1,4855
DKK2,4856
DKK3,4857
DKK4,4858
DKKL1,4859
DLAT,4860
DLC1,4861
DLD,4862
DLEC1,4863
DLEU7,4864
DLG1,4865
DLG2,4866
DLG3,4867
DLG4,4868
DLG5,4869
DLGAP1,4870
DLGAP2,4871
DLGAP3,4872
DLGAP4,4873
DLGAP5,4874
DLK1,4875
DLK2,4876
DLL1,4877
DLL3,4878
DLL4,4879
DLST,4880
DLX1,4881
DLX2,4882
DLX3,4883
DLX4,4884
DLX5,4885
DLX6,4886
DMAP1,4887
DMBT1,4888
DMBX1,4889
DMC1,4890
DMD,4891
DMGDH,4892
DMKN,4893
DMP1,4894
DMPK,4895
DMRT1,4896
DMRT2,4897
DMRT3,4898
DMRTA1,4899
DMRTA2,4900
DMRTB1,4901
DMRTC1,4902
DMRTC2,4903
DMTF1,4904
DMWD,4905
DMXL1,4906
DMXL2,4907
DNA2,4908
DNAAF1,4909
DNAAF2,4910
DNAAF3,4911
DNAH1,4912
DNAH10,4913
DNAH11,4914
DNAH12,4915
DNAH14,4916
DNAH17,4917
DNAH2,4918
DNAH3,4919
DNAH5,4920
DNAH6,4921
DNAH7,4922
DNAH8,4923
DNAH9,4924
DNAI1,4925
DNAI2,4926
DNAJA1,4927
DNAJA2,4928
DNAJA3,4929
DNAJA4,4930
DNAJB1,4931
DNAJB11,4932
DNAJB12,4933
DNAJB13,4934
DNAJB14,4935
DNAJB2,4936
DNAJB3,4937
DNAJB4,4938
DNAJB5,4939
DNAJB6,4940
DNAJB7,4941
DNAJB8,4942
DNAJB9,4943
DNAJC1,4944
DNAJC10,4945
DNAJC11,4946
DNAJC12,4947
DNAJC13,4948
DNAJC14,4949
DNAJC15,4950
DNAJC16,4951
DNAJC17,4952
DNAJC18,4953
DNAJC19,4954
DNAJC2,4955
DNAJC21,4956
DNAJC22,4957
DNAJC24,4958
DNAJC25,4959
DNAJC25-GNG10,4960
DNAJC27,4961
DNAJC28,4962
DNAJC3,4963
DNAJC30,4964
DNAJC4,4965
DNAJC5,4966
DNAJC5B,4967
DNAJC5G,4968
DNAJC6,4969
DNAJC7,4970
DNAJC8,4971
DNAJC9,4972
DNAL1,4973
DNAL4,4974
DNALI1,4975
DNASE1,4976
DNASE1L1,4977
DNASE1L2,4978
DNASE1L3,4979
DNASE2,4980
DNASE2B,4981
DND1,4982
DNER,4983
DNHD1,4984
DNM1,4985
DNM1L,4986
DNM1P46,4987
DNM2,4988
DNM3,4989
DNMBP,4990
DNMT1,4991
DNMT3A,4992
DNMT3B,4993
DNMT3L,4994
DNPEP,4995
DNTT,4996
DNTTIP1,4997
DNTTIP2,4998
DOC2A,4999
DOC2B,5000
DOCK1,5001
DOCK10,5002
DOCK11,5003
DOCK2,5004
DOCK3,5005
DOCK4,5006
DOCK5,5007
DOCK6,5008
DOCK7,5009
DOCK8,5010
DOCK9,5011
DOHH,5012
DOK1,5013
DOK2,5014
DOK3,5015
DOK4,5016
DOK5,5017
DOK6,5018
DOK7,5019
DOLK,5020
DOLPP1,5021
DOM3Z,5022
DONSON,5023
DOPEY1,5024
DOPEY2,5025
DOT1L,5026
DPAGT1,5027
DPCD,5028
DPCR1,5029
DPEP1,5030
DPEP2,5031
DPEP3,5032
DPF1,5033
DPF2,5034
DPF3,5035
DPH1,5036
DPH2,5037
DPH3,5038
DPH5,5039
DPM1,5040
DPM2,5041
DPM3,5042
DPP10,5043
DPP3,5044
DPP4,5045
DPP6,5046
DPP7,5047
DPP8,5048
DPP9,5049
DPPA2,5050
DPPA3,5051
DPPA4,5052
DPPA5,5053
DPRX,5054
DPT,5055
DPY19L1,5056
DPY19L2,5057
DPY19L2P1,5058
DPY19L2P2,5059
DPY19L3,5060
DPY19L4,5061
DPY30,5062
DPYD,5063
DPYS,5064
DPYSL2,5065
DPYSL3,5066
DPYSL4,5067
DPYSL5,5068
DQX1,5069
DR1,5070
DRAM1,5071
DRAM2,5072
DRAP1,5073
DRAXIN,5074
DRD1,5075
DRD2,5076
DRD3,5077
DRD4,5078
DRD5,5079
DRD5P2,5080
DRG1,5081
DRG2,5082
DRGX,5083
DROSHA,5084
DRP2,5085
DSC1,5086
DSC2,5087
DSC3,5088
DSCAM,5089
DSCAML1,5090
DSCC1,5091
DSCR3,5092
DSCR4,5093
DSCR6,5094
DSE,5095
DSEL,5096
DSG1,5097
DSG2,5098
DSG3,5099
DSG4,5100
DSN1,5101
DSP,5102
DSPP,5103
DST,5104
DSTN,5105
DSTYK,5106
DTD1,5107
DTHD1,5108
DTL,5109
DTNA,5110
DTNB,5111
DTNBP1,5112
DTWD1,5113
DTWD2,5114
DTX1,5115
DTX2,5116
DTX2P1,5117
DTX3,5118
DTX3L,5119
DTX4,5120
DTYMK,5121
DULLARD,5122
DUOX1,5123
DUOX2,5124
DUOXA1,5125
DUOXA2,5126
DUPD1,5127
DUS1L,5128
DUS2L,5129
DUS3L,5130
DUS4L,5131
DUSP1,5132
DUSP10,5133
DUSP11,5134
DUSP12,5135
DUSP13,5136
DUSP14,5137
DUSP15,5138
DUSP16,5139
DUSP18,5140
DUSP19,5141
DUSP2,5142
DUSP21,5143
DUSP22,5144
DUSP23,5145
DUSP26,5146
DUSP27,5147
DUSP28,5148
DUSP3,5149
DUSP4,5150
DUSP5,5151
DUSP6,5152
DUSP7,5153
DUSP8,5154
DUSP9,5155
DUT,5156
DUXA,5157
DVL1,5158
DVL2,5159
DVL3,5160
DYDC1,5161
DYDC2,5162
DYM,5163
DYNC1H1,5164
DYNC1I1,5165
DYNC1I2,5166
DYNC1LI1,5167
DYNC1LI2,5168
DYNC2H1,5169
DYNC2LI1,5170
DYNLL1,5171
DYNLL2,5172
DYNLRB1,5173
DYNLRB2,5174
DYNLT1,5175
DYNLT3,5176
DYRK1A,5177
DYRK1B,5178
DYRK2,5179
DYRK3,5180
DYRK4,5181
DYSF,5182
DYSFIP1,5183
DYTN,5184
DYX1C1,5185
DZANK1,5186
DZIP1,5187
DZIP1L,5188
DZIP3,5189
E2F1,5190
E2F2,5191
E2F3,5192
E2F4,5193
E2F5,5194
E2F6,5195
E2F7,5196
E2F8,5197
E4F1,5198
EAF1,5199
EAF2,5200
EAPP,5201
EARS2,5202
EBAG9,5203
EBF1,5204
EBF2,5205
EBF3,5206
EBF4,5207
EBI3,5208
EBLN2,5209
EBNA1BP2,5210
EBP,5211
EBPL,5212
ECD,5213
ECE1,5214
ECE2,5215
ECEL1,5216
ECH1,5217
ECHDC1,5218
ECHDC2,5219
ECHDC3,5220
ECHS1,5221
ECI1,5222
ECI2,5223
ECM1,5224
ECM2,5225
ECSIT,5226
ECT2,5227
ECT2L,5228
EDA,5229
EDA2R,5230
EDAR,5231
EDARADD,5232
EDC3,5233
EDC4,5234
EDDM3A,5235
EDDM3B,5236
EDEM1,5237
EDEM2,5238
EDEM3,5239
EDIL3,5240
EDN1,5241
EDN2,5242
EDN3,5243
EDNRA,5244
EDNRB,5245
EEA1,5246
EED,5247
EEF1A1,5248
EEF1A1P9,5249
EEF1A2,5250
EEF1B2,5251
EEF1D,5252
EEF1E1,5253
EEF1G,5254
EEF2,5255
EEF2K,5256
EEFSEC,5257
EEPD1,5258
EFCAB1,5259
EFCAB11,5260
EFCAB12,5261
EFCAB13,5262
EFCAB2,5263
EFCAB3,5264
EFCAB4A,5265
EFCAB4B,5266
EFCAB5,5267
EFCAB6,5268
EFCAB7,5269
EFCAB8,5270
EFCAB9,5271
EFEMP1,5272
EFEMP2,5273
EFHA1,5274
EFHA2,5275
EFHB,5276
EFHC1,5277
EFHC2,5278
EFHD1,5279
EFHD2,5280
EFNA1,5281
EFNA2,5282
EFNA3,5283
EFNA4,5284
EFNA5,5285
EFNB1,5286
EFNB2,5287
EFNB3,5288
EFR3A,5289
EFR3B,5290
EFS,5291
EFTUD1,5292
EFTUD2,5293
EGF,5294
EGFEM1P,5295
EGFL6,5296
EGFL8,5297
EGFLAM,5298
EGFR,5299
EGLN1,5300
EGLN2,5301
EGLN3,5302
EGR1,5303
EGR2,5304
EGR3,5305
EGR4,5306
EHBP1,5307
EHBP1L1,5308
EHD1,5309
EHD2,5310
EHD3,5311
EHD4,5312
EHF,5313
EHHADH,5314
EHMT1,5315
EHMT2,5316
EHMT2-AS1,5317
EI24,5318
EID1,5319
EID2,5320
EID2B,5321
EID3,5322
EIF1,5323
EIF1AD,5324
EIF1AX,5325
EIF1B,5326
EIF2A,5327
EIF2AK1,5328
EIF2AK2,5329
EIF2AK3,5330
EIF2AK4,5331
EIF2B1,5332
EIF2B2,5333
EIF2B3,5334
EIF2B4,5335
EIF2B5,5336
EIF2C1,5337
EIF2C2,5338
EIF2C3,5339
EIF2C4,5340
EIF2D,5341
EIF2S1,5342
EIF2S2,5343
EIF2S3,5344
EIF3A,5345
EIF3B,5346
EIF3C,5347
EIF3CL,5348
EIF3D,5349
EIF3E,5350
EIF3F,5351
EIF3G,5352
EIF3H,5353
EIF3I,5354
EIF3IP1,5355
EIF3J,5356
EIF3K,5357
EIF3L,5358
EIF3M,5359
EIF4A1,5360
EIF4A2,5361
EIF4A3,5362
EIF4B,5363
EIF4E,5364
EIF4E1B,5365
EIF4E2,5366
EIF4E3,5367
EIF4EBP1,5368
EIF4EBP2,5369
EIF4ENIF1,5370
EIF4G1,5371
EIF4G2,5372
EIF4G3,5373
EIF4H,5374
EIF5,5375
EIF5A,5376
EIF5A2,5377
EIF5AL1,5378
EIF5B,5379
EIF6,5380
ELAC1,5381
ELAC2,5382
ELANE,5383
ELAVL1,5384
ELAVL2,5385
ELAVL3,5386
ELAVL4,5387
ELF1,5388
ELF2,5389
ELF3,5390
ELF4,5391
ELF5,5392
ELFN1,5393
ELFN2,5394
ELK1,5395
ELK3,5396
ELK4,5397
ELL,5398
ELL2,5399
ELL3,5400
ELMO1,5401
ELMO2,5402
ELMO3,5403
ELMOD1,5404
ELMOD2,5405
ELMOD3,5406
ELN,5407
ELOF1,5408
ELOVL1,5409
ELOVL2,5410
ELOVL3,5411
ELOVL4,5412
ELOVL5,5413
ELOVL6,5414
ELOVL7,5415
ELP2,5416
ELP3,5417
ELP4,5418
ELP5,5419
ELP6,5420
ELSPBP1,5421
ELTD1,5422
EMB,5423
EMC1,5424
EMC10,5425
EMC2,5426
EMC3,5427
EMC4,5428
EMC7,5429
EMC8,5430
EMC9,5431
EMCN,5432
EMD,5433
EME1,5434
EME2,5435
EMG1,5436
EMID1,5437
EMID2,5438
EMILIN1,5439
EMILIN2,5440
EMILIN3,5441
EML1,5442
EML2,5443
EML3,5444
EML4,5445
EML5,5446
EML6,5447
EMP1,5448
EMP2,5449
EMP3,5450
EMR1,5451
EMR2,5452
EMR3,5453
EMR4P,5454
EMX1,5455
EMX2,5456
EN1,5457
EN2,5458
ENAH,5459
ENAM,5460
ENC1,5461
ENDOD1,5462
ENDOG,5463
ENDOU,5464
ENDOV,5465
ENG,5466
ENGASE,5467
ENHO,5468
ENKUR,5469
ENO1,5470
ENO2,5471
ENO3,5472
ENOPH1,5473
ENOSF1,5474
ENOX1,5475
ENOX2,5476
ENPEP,5477
ENPP1,5478
ENPP2,5479
ENPP3,5480
ENPP4,5481
ENPP5,5482
ENPP6,5483
ENPP7,5484
ENSA,5485
ENSG00000005206,5486
ENSG00000078328,5487
ENSG00000093100,5488
ENSG00000099251,5489
ENSG00000099389,5490
ENSG00000103832,5491
ENSG00000104324,5492
ENSG00000105520,5493
ENSG00000105889,5494
ENSG00000111788,5495
ENSG00000113811,5496
ENSG00000118976,5497
ENSG00000119660,5498
ENSG00000123447,5499
ENSG00000131484,5500
ENSG00000135477,5501
ENSG00000136315,5502
ENSG00000140181,5503
ENSG00000144188,5504
ENSG00000145832,5505
ENSG00000152117,5506
ENSG00000153081,5507
ENSG00000154251,5508
ENSG00000154874,5509
ENSG00000157576,5510
ENSG00000159247,5511
ENSG00000163075,5512
ENSG00000163959,5513
ENSG00000164845,5514
ENSG00000166007,5515
ENSG00000166104,5516
ENSG00000167141,5517
ENSG00000167524,5518
ENSG00000168738,5519
ENSG00000168992,5520
ENSG00000169164,5521
ENSG00000169203,5522
ENSG00000169659,5523
ENSG00000170089,5524
ENSG00000170919,5525
ENSG00000171101,5526
ENSG00000173213,5527
ENSG00000173366,5528
ENSG00000173818,5529
ENSG00000173876,5530
ENSG00000174093,5531
ENSG00000174450,5532
ENSG00000174501,5533
ENSG00000175388,5534
ENSG00000175985,5535
ENSG00000176593,5536
ENSG00000179038,5537
ENSG00000179799,5538
ENSG00000179821,5539
ENSG00000180279,5540
ENSG00000180574,5541
ENSG00000180777,5542
ENSG00000180913,5543
ENSG00000181250,5544
ENSG00000181943,5545
ENSG00000181950,5546
ENSG00000182208,5547
ENSG00000182315,5548
ENSG00000182490,5549
ENSG00000182625,5550
ENSG00000183470,5551
ENSG00000183704,5552
ENSG00000183935,5553
ENSG00000184730,5554
ENSG00000184785,5555
ENSG00000184902,5556
ENSG00000184909,5557
ENSG00000184949,5558
ENSG00000185040,5559
ENSG00000186082,5560
ENSG00000186223,5561
ENSG00000186232,5562
ENSG00000186777,5563
ENSG00000186886,5564
ENSG00000186921,5565
ENSG00000187012,5566
ENSG00000187461,5567
ENSG00000187600,5568
ENSG00000187721,5569
ENSG00000187811,5570
ENSG00000187812,5571
ENSG00000187900,5572
ENSG00000188314,5573
ENSG00000188447,5574
ENSG00000188463,5575
ENSG00000188474,5576
ENSG00000188512,5577
ENSG00000188755,5578
ENSG00000188831,5579
ENSG00000189002,5580
ENSG00000189332,5581
ENSG00000189372,5582
ENSG00000196285,5583
ENSG00000196347,5584
ENSG00000196585,5585
ENSG00000196593,5586
ENSG00000196703,5587
ENSG00000196758,5588
ENSG00000196779,5589
ENSG00000196987,5590
ENSG00000197025,5591
ENSG00000197041,5592
ENSG00000197358,5593
ENSG00000197476,5594
ENSG00000197980,5595
ENSG00000198229,5596
ENSG00000198251,5597
ENSG00000198326,5598
ENSG00000198555,5599
ENSG00000198580,5600
ENSG00000198843,5601
ENSG00000198888,5602
ENSG00000202582,5603
ENSG00000203870,5604
ENSG00000204283,5605
ENSG00000204323,5606
ENSG00000204449,5607
ENSG00000204455,5608
ENSG00000204456,5609
ENSG00000204517,5610
ENSG00000204562,5611
ENSG00000204933,5612
ENSG00000204989,5613
ENSG00000205011,5614
ENSG00000205035,5615
ENSG00000205152,5616
ENSG00000205203,5617
ENSG00000205307,5618
ENSG00000205325,5619
ENSG00000205454,5620
ENSG00000205536,5621
ENSG00000205693,5622
ENSG00000205822,5623
ENSG00000205835,5624
ENSG00000205879,5625
ENSG00000205940,5626
ENSG00000206149,5627
ENSG00000206193,5628
ENSG00000211635,5629
ENSG00000211729,5630
ENSG00000211894,5631
ENSG00000211945,5632
ENSG00000211954,5633
ENSG00000211962,5634
ENSG00000211964,5635
ENSG00000212712,5636
ENSG00000212884,5637
ENSG00000213003,5638
ENSG00000213926,5639
ENSG00000213974,5640
ENSG00000213985,5641
ENSG00000214029,5642
ENSG00000214100,5643
ENSG00000214135,5644
ENSG00000214176,5645
ENSG00000214210,5646
ENSG00000214264,5647
ENSG00000214331,5648
ENSG00000214350,5649
ENSG00000214391,5650
ENSG00000214394,5651
ENSG00000214397,5652
ENSG00000214405,5653
ENSG00000214552,5654
ENSG00000214581,5655
ENSG00000214613,5656
ENSG00000214627,5657
ENSG00000214636,5658
ENSG00000214666,5659
ENSG00000214677,5660
ENSG00000214883,5661
ENSG00000214890,5662
ENSG00000214931,5663
ENSG00000214970,5664
ENSG00000214999,5665
ENSG00000215003,5666
ENSG00000215067,5667
ENSG00000215177,5668
ENSG00000215179,5669
ENSG00000215302,5670
ENSG00000215315,5671
ENSG00000215398,5672
ENSG00000215407,5673
ENSG00000215548,5674
ENSG00000215561,5675
ENSG00000215575,5676
ENSG00000215608,5677
ENSG00000215615,5678
ENSG00000215769,5679
ENSG00000217794,5680
ENSG00000218758,5681
ENSG00000218940,5682
ENSG00000219061,5683
ENSG00000219492,5684
ENSG00000220575,5685
ENSG00000221917,5686
ENSG00000222037,5687
ENSG00000223499,5688
ENSG00000223522,5689
ENSG00000223681,5690
ENSG00000223709,5691
ENSG00000223722,5692
ENSG00000223908,5693
ENSG00000224113,5694
ENSG00000224729,5695
ENSG00000224974,5696
ENSG00000225101,5697
ENSG00000225185,5698
ENSG00000225492,5699
ENSG00000225607,5700
ENSG00000225677,5701
ENSG00000225802,5702
ENSG00000226049,5703
ENSG00000226163,5704
ENSG00000226232,5705
ENSG00000226235,5706
ENSG00000226351,5707
ENSG00000226461,5708
ENSG00000226511,5709
ENSG00000226518,5710
ENSG00000226746,5711
ENSG00000226800,5712
ENSG00000226812,5713
ENSG00000226982,5714
ENSG00000227324,5715
ENSG00000227468,5716
ENSG00000227825,5717
ENSG00000228224,5718
ENSG00000228259,5719
ENSG00000228672,5720
ENSG00000228763,5721
ENSG00000228768,5722
ENSG00000228782,5723
ENSG00000229113,5724
ENSG00000229119,5725
ENSG00000229211,5726
ENSG00000229292,5727
ENSG00000229571,5728
ENSG00000229584,5729
ENSG00000229703,5730
ENSG00000230189,5731
ENSG00000230416,5732
ENSG00000230425,5733
ENSG00000230510,5734
ENSG00000230583,5735
ENSG00000230729,5736
ENSG00000230984,5737
ENSG00000231171,5738
ENSG00000231182,5739
ENSG00000231205,5740
ENSG00000231400,5741
ENSG00000231452,5742
ENSG00000231761,5743
ENSG00000232067,5744
ENSG00000232131,5745
ENSG00000232329,5746
ENSG00000232457,5747
ENSG00000232637,5748
ENSG00000232682,5749
ENSG00000232747,5750
ENSG00000232838,5751
ENSG00000232856,5752
ENSG00000233166,5753
ENSG00000233389,5754
ENSG00000233745,5755
ENSG00000233913,5756
ENSG00000233930,5757
ENSG00000234295,5758
ENSG00000234306,5759
ENSG00000234376,5760
ENSG00000234591,5761
ENSG00000234719,5762
ENSG00000234814,5763
ENSG00000234936,5764
ENSG00000235041,5765
ENSG00000235276,5766
ENSG00000235406,5767
ENSG00000235434,5768
ENSG00000235678,5769
ENSG00000235812,5770
ENSG00000236919,5771
ENSG00000236980,5772
ENSG00000237029,5773
ENSG00000237199,5774
ENSG00000237240,5775
ENSG00000237375,5776
ENSG00000237394,5777
ENSG00000237810,5778
ENSG00000237836,5779
ENSG00000238163,5780
ENSG00000238168,5781
ENSG00000238283,5782
ENSG00000240127,5783
ENSG00000240615,5784
ENSG00000240720,5785
ENSG00000240747,5786
