Gene_Name,Index
LOC100287771,10136
LOC100287779,10137
LOC100287782,10138
LOC100287786,10139
LOC100287788,10140
LOC100287825,10141
LOC100287827,10142
LOC100287830,10143
LOC100287831,10144
LOC100287839,10145
LOC100287841,10146
LOC100287848,10147
LOC100287854,10148
LOC100287857,10149
LOC100287863,10150
LOC100287864,10151
LOC100287872,10152
LOC100287880,10153
LOC100287881,10154
LOC100287891,10155
LOC100287896,10156
LOC100287897,10157
LOC100287918,10158
LOC100287927,10159
LOC100287933,10160
LOC100287935,10161
LOC100287940,10162
LOC100287960,10163
LOC100287973,10164
LOC100287980,10165
LOC100287984,10166
LOC100287986,10167
LOC100288017,10168
LOC100288024,10169
LOC100288033,10170
LOC100288039,10171
LOC100288043,10172
LOC100288050,10173
LOC100288052,10174
LOC100288057,10175
LOC100288065,10176
LOC100288066,10177
LOC100288076,10178
LOC100288108,10179
LOC100288131,10180
LOC100288135,10181
LOC100288141,10182
LOC100288150,10183
LOC100288158,10184
LOC100288163,10185
LOC100288182,10186
LOC100288190,10187
LOC100288194,10188
LOC100288198,10189
LOC100288202,10190
LOC100288209,10191
LOC100288211,10192
LOC100288213,10193
LOC100288226,10194
LOC100288228,10195
LOC100288229,10196
LOC100288232,10197
LOC100288239,10198
LOC100288244,10199
LOC100288260,10200
LOC100288273,10201
LOC100288274,10202
LOC100288280,10203
LOC100288291,10204
LOC100288297,10205
LOC100288302,10206
LOC100288305,10207
LOC100288309,10208
LOC100288312,10209
LOC100288321,10210
LOC100288324,10211
LOC100288346,10212
LOC100288349,10213
LOC100288372,10214
LOC100288375,10215
LOC100288376,10216
LOC100288391,10217
LOC100288393,10218
LOC100288413,10219
LOC100288419,10220
LOC100288429,10221
LOC100288436,10222
LOC100288444,10223
LOC100288446,10224
LOC100288450,10225
LOC100288452,10226
LOC100288459,10227
LOC100288460,10228
LOC100288472,10229
LOC100288474,10230
LOC100288476,10231
LOC100288477,10232
LOC100288505,10233
LOC100288507,10234
LOC100288508,10235
LOC100288541,10236
LOC100288545,10237
LOC100288550,10238
LOC100288554,10239
LOC100288556,10240
LOC100288560,10241
LOC100288575,10242
LOC100288576,10243
LOC100288577,10244
LOC100288617,10245
LOC100288624,10246
LOC100288637,10247
LOC100288645,10248
LOC100288649,10249
LOC100288650,10250
LOC100288670,10251
LOC100288671,10252
LOC100288674,10253
LOC100288690,10254
LOC100288691,10255
LOC100288699,10256
LOC100288709,10257
LOC100288715,10258
LOC100288716,10259
LOC100288718,10260
LOC100288724,10261
LOC100288732,10262
LOC100288762,10263
LOC100288765,10264
LOC100288778,10265
LOC100288781,10266
LOC100288788,10267
LOC100288791,10268
LOC100288792,10269
LOC100288793,10270
LOC100288795,10271
LOC100288807,10272
LOC100288809,10273
LOC100288822,10274
LOC100288833,10275
LOC100288845,10276
LOC100288881,10277
LOC100288882,10278
LOC100288888,10279
LOC100288908,10280
LOC100288909,10281
LOC100288922,10282
LOC100288932,10283
LOC100288941,10284
LOC100288951,10285
LOC100288961,10286
LOC100288962,10287
LOC100288974,10288
LOC100288976,10289
LOC100288977,10290
LOC100288980,10291
LOC100288986,10292
LOC100288988,10293
LOC100288995,10294
LOC100288997,10295
LOC100289003,10296
LOC100289009,10297
LOC100289011,10298
LOC100289053,10299
LOC100289059,10300
LOC100289061,10301
LOC100289095,10302
LOC100289119,10303
LOC100289126,10304
LOC100289128,10305
LOC100289155,10306
LOC100289162,10307
LOC100289165,10308
LOC100289169,10309
LOC100289173,10310
LOC100289179,10311
LOC100289180,10312
LOC100289182,10313
LOC100289195,10314
LOC100289196,10315
LOC100289204,10316
LOC100289205,10317
LOC100289243,10318
LOC100289250,10319
LOC100289251,10320
LOC100289262,10321
LOC100289263,10322
LOC100289267,10323
LOC100289277,10324
LOC100289281,10325
LOC100289289,10326
LOC100289291,10327
LOC100289293,10328
LOC100289310,10329
LOC100289317,10330
LOC100289349,10331
LOC100289372,10332
LOC100289388,10333
LOC100289396,10334
LOC100289403,10335
LOC100289405,10336
LOC100289411,10337
LOC100289412,10338
LOC100289415,10339
LOC100289421,10340
LOC100289438,10341
LOC100289439,10342
LOC100289441,10343
LOC100289444,10344
LOC100289446,10345
LOC100289447,10346
LOC100289453,10347
LOC100289454,10348
LOC100289464,10349
LOC100289470,10350
LOC100289471,10351
LOC100289474,10352
LOC100289480,10353
LOC100289483,10354
LOC100289488,10355
LOC100289491,10356
LOC100289496,10357
LOC100289506,10358
LOC100289515,10359
LOC100289519,10360
LOC100289525,10361
LOC100289552,10362
LOC100289561,10363
LOC100289566,10364
LOC100289572,10365
LOC100289574,10366
LOC100289576,10367
LOC100289578,10368
LOC100289580,10369
LOC100289583,10370
LOC100289588,10371
LOC100289597,10372
LOC100289603,10373
LOC100289608,10374
LOC100289609,10375
LOC100289615,10376
LOC100289653,10377
LOC100289661,10378
LOC100289681,10379
LOC100291724,10380
LOC100294084,10381
LOC100996465,10382
LOC119358,10383
LOC120364,10384
LOC120824,10385
LOC121296,10386
LOC121906,10387
LOC126987,10388
LOC128192,10389
LOC128322,10390
LOC129293,10391
LOC134505,10392
LOC136157,10393
LOC138864,10394
LOC139431,10395
LOC143678,10396
LOC148003,10397
LOC150776,10398
LOC150786,10399
LOC153328,10400
LOC155060,10401
LOC168474,10402
LOC200030,10403
LOC200726,10404
LOC202181,10405
LOC203510,10406
LOC220429,10407
LOC221710,10408
LOC256374,10409
LOC26010,10410
LOC283116,10411
LOC283392,10412
LOC283523,10413
LOC283685,10414
LOC283867,10415
LOC283922,10416
LOC283999,10417
LOC284288,10418
LOC284441,10419
LOC285033,10420
LOC285346,10421
LOC285501,10422
LOC286238,10423
LOC286528,10424
LOC338611,10425
LOC338651,10426
LOC338756,10427
LOC339879,10428
LOC340096,10429
LOC340602,10430
LOC340947,10431
LOC340970,10432
LOC341378,10433
LOC342346,10434
LOC342541,10435
LOC344065,10436
LOC344382,10437
LOC345645,10438
LOC360030,10439
LOC387646,10440
LOC387867,10441
LOC388076,10442
LOC388559,10443
LOC388931,10444
LOC388946,10445
LOC388955,10446
LOC389217,10447
LOC389458,10448
LOC389722,10449
LOC389787,10450
LOC389842,10451
LOC390282,10452
LOC390424,10453
LOC390937,10454
LOC390956,10455
LOC391343,10456
LOC391358,10457
LOC391556,10458
LOC391722,10459
LOC392232,10460
LOC392242,10461
LOC392288,10462
LOC392435,10463
LOC392555,10464
LOC399815,10465
LOC400682,10466
LOC400696,10467
LOC400986,10468
LOC401010,10469
LOC401052,10470
LOC401847,10471
LOC401859,10472
LOC402198,10473
LOC402360,10474
LOC402644,10475
LOC407835,10476
LOC440040,10477
LOC440292,10478
LOC440563,10479
LOC440577,10480
LOC440871,10481
LOC440957,10482
LOC441016,10483
LOC441228,10484
LOC441294,10485
LOC441728,10486
LOC441806,10487
LOC442421,10488
LOC442434,10489
LOC442572,10490
LOC55908,10491
LOC57653,10492
LOC595101,10493
LOC642131,10494
LOC642406,10495
LOC642424,10496
LOC642451,10497
LOC642538,10498
LOC642587,10499
LOC642846,10500
LOC643194,10501
LOC643421,10502
LOC643446,10503
LOC643503,10504
LOC643637,10505
LOC643677,10506
LOC643680,10507
LOC643802,10508
LOC643923,10509
LOC643955,10510
LOC643997,10511
LOC644006,10512
LOC644165,10513
LOC644253,10514
LOC644265,10515
LOC644310,10516
LOC644334,10517
LOC644504,10518
LOC644556,10519
LOC644578,10520
LOC644672,10521
LOC644717,10522
LOC644936,10523
LOC645139,10524
LOC645166,10525
LOC645225,10526
LOC645317,10527
LOC645332,10528
LOC645359,10529
LOC645490,10530
LOC645529,10531
LOC645752,10532
LOC645937,10533
LOC645969,10534
LOC646014,10535
LOC646021,10536
LOC646048,10537
LOC646057,10538
LOC646359,10539
LOC646377,10540
LOC646498,10541
LOC646567,10542
LOC646575,10543
LOC646698,10544
LOC646754,10545
LOC646804,10546
LOC646817,10547
LOC646864,10548
LOC646879,10549
LOC646938,10550
LOC646993,10551
LOC647013,10552
LOC647020,10553
LOC647121,10554
LOC647163,10555
LOC647169,10556
LOC647262,10557
LOC647288,10558
LOC647309,10559
LOC648809,10560
LOC648822,10561
LOC649264,10562
LOC649330,10563
LOC650024,10564
LOC650157,10565
LOC650293,10566
LOC651868,10567
LOC652191,10568
LOC653052,10569
LOC653061,10570
LOC653111,10571
LOC653155,10572
LOC653226,10573
LOC653269,10574
LOC653354,10575
LOC653513,10576
LOC653544,10577
LOC653641,10578
LOC653653,10579
LOC653665,10580
LOC653707,10581
LOC653712,10582
LOC653720,10583
LOC653781,10584
LOC653924,10585
LOC727838,10586
LOC727947,10587
LOC727963,10588
LOC728024,10589
LOC728026,10590
LOC728047,10591
LOC728220,10592
LOC728323,10593
LOC728341,10594
LOC728384,10595
LOC728416,10596
LOC728470,10597
LOC728477,10598
LOC728498,10599
LOC728500,10600
LOC728622,10601
LOC728667,10602
LOC728683,10603
LOC728819,10604
LOC728888,10605
LOC728927,10606
LOC728931,10607
LOC728989,10608
LOC729012,10609
LOC729020,10610
LOC729081,10611
LOC729086,10612
LOC729264,10613
LOC729317,10614
LOC729454,10615
LOC729505,10616
LOC729523,10617
LOC729535,10618
LOC729549,10619
LOC729595,10620
LOC729602,10621
LOC729687,10622
LOC729708,10623
LOC729722,10624
LOC729774,10625
LOC729806,10626
LOC729898,10627
LOC729920,10628
LOC729991-MEF2B,10629
LOC730074,10630
LOC730110,10631
LOC730268,10632
LOC730456,10633
LOC731932,10634
LOC732391,10635
LOC81691,10636
LOC90586,10637
LOC93432,10638
LOC96610,10639
LOH12CR1,10640
LONP1,10641
LONP2,10642
LONRF1,10643
LONRF2,10644
LONRF3,10645
LOR,10646
LOX,10647
LOXHD1,10648
LOXL1,10649
LOXL2,10650
LOXL3,10651
LOXL4,10652
LPA,10653
LPAL2,10654
LPAR1,10655
LPAR2,10656
LPAR3,10657
LPAR4,10658
LPAR5,10659
LPAR6,10660
LPCAT1,10661
LPCAT2,10662
LPCAT3,10663
LPCAT4,10664
LPGAT1,10665
LPHN1,10666
LPHN2,10667
LPHN3,10668
LPIN1,10669
LPIN2,10670
LPIN3,10671
LPL,10672
LPO,10673
LPP,10674
LPPR1,10675
LPPR2,10676
LPPR3,10677
LPPR4,10678
LPPR5,10679
LPXN,10680
LRAT,10681
LRBA,10682
LRCH1,10683
LRCH2,10684
LRCH3,10685
LRCH4,10686
LRDD,10687
LRFN1,10688
LRFN2,10689
LRFN3,10690
LRFN4,10691
LRFN5,10692
LRG1,10693
LRGUK,10694
LRIF1,10695
LRIG1,10696
LRIG2,10697
LRIG3,10698
LRIT1,10699
LRIT2,10700
LRIT3,10701
LRMP,10702
LRP1,10703
LRP10,10704
LRP11,10705
LRP12,10706
LRP1B,10707
LRP2,10708
LRP2BP,10709
LRP3,10710
LRP4,10711
LRP5,10712
LRP5L,10713
LRP6,10714
LRP8,10715
LRPAP1,10716
LRPPRC,10717
LRR1,10718
LRRC1,10719
LRRC10,10720
LRRC14,10721
LRRC14B,10722
LRRC15,10723
LRRC16A,10724
LRRC16B,10725
LRRC17,10726
LRRC18,10727
LRRC19,10728
LRRC2,10729
LRRC20,10730
LRRC23,10731
LRRC24,10732
LRRC25,10733
LRRC27,10734
LRRC28,10735
LRRC29,10736
LRRC3,10737
LRRC30,10738
LRRC31,10739
LRRC32,10740
LRRC33,10741
LRRC34,10742
LRRC36,10743
LRRC37A,10744
LRRC37A2,10745
LRRC37A3,10746
LRRC37A4P,10747
LRRC37A5P,10748
LRRC37B,10749
LRRC37B2,10750
LRRC39,10751
LRRC3B,10752
LRRC4,10753
LRRC40,10754
LRRC41,10755
LRRC42,10756
LRRC43,10757
LRRC45,10758
LRRC46,10759
LRRC47,10760
LRRC48,10761
LRRC49,10762
LRRC4B,10763
LRRC4C,10764
LRRC50,10765
LRRC52,10766
LRRC55,10767
LRRC56,10768
LRRC57,10769
LRRC58,10770
LRRC59,10771
LRRC6,10772
LRRC61,10773
LRRC63,10774
LRRC66,10775
LRRC67,10776
LRRC69,10777
LRRC7,10778
LRRC70,10779
LRRC71,10780
LRRC72,10781
LRRC73,10782
LRRC8A,10783
LRRC8B,10784
LRRC8C,10785
LRRC8D,10786
LRRC8E,10787
LRRC9,10788
LRRCC1,10789
LRRD1,10790
LRRFIP1,10791
LRRFIP2,10792
LRRIQ1,10793
LRRIQ3,10794
LRRIQ4,10795
LRRK1,10796
LRRK2,10797
LRRN1,10798
LRRN2,10799
LRRN3,10800
LRRN4,10801
LRRTM1,10802
LRRTM2,10803
LRRTM3,10804
LRRTM4,10805
LRSAM1,10806
LRTM1,10807
LRTM2,10808
LRTOMT,10809
LRWD1,10810
LSAMP,10811
LSG1,10812
LSM1,10813
LSM10,10814
LSM11,10815
LSM12,10816
LSM14A,10817
LSM14B,10818
LSM2,10819
LSM3,10820
LSM4,10821
LSM5,10822
LSMD1,10823
LSP1,10824
LSR,10825
LSS,10826
LST-3TM12,10827
LST1,10828
LTA,10829
LTA4H,10830
LTB,10831
LTB4R,10832
LTB4R2,10833
LTBP1,10834
LTBP2,10835
LTBP3,10836
LTBP4,10837
LTBR,10838
LTF,10839
LTK,10840
LTN1,10841
LTV1,10842
LUC7L,10843
LUC7L2,10844
LUC7L3,10845
LUM,10846
LURAP1,10847
LURAP1L,10848
LUZP1,10849
LUZP2,10850
LUZP4,10851
LVRN,10852
LXN,10853
LY6D,10854
LY6E,10855
LY6G5B,10856
LY6G5C,10857
LY6G6C,10858
LY6G6F,10859
LY6H,10860
LY6K,10861
LY75,10862
LY86,10863
LY9,10864
LY96,10865
LYAR,10866
LYG1,10867
LYG2,10868
LYL1,10869
LYN,10870
LYNX1,10871
LYPD1,10872
LYPD2,10873
LYPD3,10874
LYPD4,10875
LYPD5,10876
LYPD6,10877
LYPD6B,10878
LYPLA1,10879
LYPLA2,10880
LYPLA2P1,10881
LYPLAL1,10882
LYRM1,10883
LYRM2,10884
LYRM4,10885
LYRM5,10886
LYRM7,10887
LYSMD1,10888
LYSMD2,10889
LYSMD3,10890
LYSMD4,10891
LYST,10892
LYVE1,10893
LYZ,10894
LYZL1,10895
LYZL2,10896
LYZL4,10897
LYZL6,10898
LZIC,10899
LZTFL1,10900
LZTR1,10901
LZTS1,10902
LZTS2,10903
M6PR,10904
M6PRBP1,10905
MAB21L1,10906
MAB21L2,10907
MAB21L3,10908
MACC1,10909
MACF1,10910
MACROD1,10911
MACROD2,10912
MAD1L1,10913
MAD2L1,10914
MAD2L1BP,10915
MAD2L2,10916
MADCAM1,10917
MADD,10918
MAEA,10919
MAEL,10920
MAF,10921
MAF1,10922
MAFB,10923
MAFK,10924
MAG,10925
MAGEA1,10926
MAGEA10,10927
MAGEA11,10928
MAGEA12,10929
MAGEA3,10930
MAGEA4,10931
MAGEA5,10932
MAGEA6,10933
MAGEA8,10934
MAGEA9B,10935
MAGEB1,10936
MAGEB10,10937
MAGEB16,10938
MAGEB17,10939
MAGEB18,10940
MAGEB2,10941
MAGEB3,10942
MAGEB4,10943
MAGEB5,10944
MAGEB6,10945
MAGEC1,10946
MAGEC2,10947
MAGEC3,10948
MAGED1,10949
MAGED2,10950
MAGEE1,10951
MAGEE2,10952
MAGEF1,10953
MAGEH1,10954
MAGEL2,10955
MAGI1,10956
MAGI2,10957
MAGI3,10958
MAGIX,10959
MAGOH,10960
MAGOHB,10961
MAGT1,10962
MAK,10963
MAK10,10964
MAK16,10965
MAL,10966
MAL2,10967
MALAT1,10968
MALL,10969
MALT1,10970
MAMDC2,10971
MAMDC4,10972
MAML1,10973
MAML2,10974
MAML3,10975
MAMLD1,10976
MAMSTR,10977
MAN1A1,10978
MAN1A2,10979
MAN1B1,10980
MAN1C1,10981
MAN2A1,10982
MAN2A2,10983
MAN2B1,10984
MAN2B2,10985
MAN2C1,10986
MANBA,10987
MANBAL,10988
MANEA,10989
MANEAL,10990
MANF,10991
MANSC1,10992
MANSC4,10993
MAOA,10994
MAOB,10995
MAP1A,10996
MAP1B,10997
MAP1D,10998
MAP1LC3A,10999
MAP1LC3B,11000
MAP1LC3B2,11001
MAP1LC3C,11002
MAP1S,11003
MAP2,11004
MAP2K1,11005
MAP2K2,11006
MAP2K3,11007
MAP2K4,11008
MAP2K5,11009
MAP2K6,11010
MAP2K7,11011
MAP3K1,11012
MAP3K10,11013
MAP3K11,11014
MAP3K12,11015
MAP3K13,11016
MAP3K14,11017
MAP3K14-AS1,11018
MAP3K15,11019
MAP3K2,11020
MAP3K3,11021
MAP3K4,11022
MAP3K5,11023
MAP3K6,11024
MAP3K7,11025
MAP3K8,11026
MAP3K9,11027
MAP4,11028
MAP4K1,11029
MAP4K2,11030
MAP4K3,11031
MAP4K4,11032
MAP4K5,11033
MAP6,11034
MAP7,11035
MAP7D1,11036
MAP7D2,11037
MAP7D3,11038
MAP9,11039
MAPK1,11040
MAPK10,11041
MAPK11,11042
MAPK12,11043
MAPK13,11044
MAPK14,11045
MAPK15,11046
MAPK1IP1L,11047
MAPK3,11048
MAPK4,11049
MAPK6,11050
MAPK7,11051
MAPK8,11052
MAPK8IP1,11053
MAPK8IP2,11054
MAPK8IP3,11055
MAPK9,11056
MAPKAP1,11057
MAPKAPK2,11058
MAPKAPK3,11059
MAPKAPK5,11060
MAPKBP1,11061
MAPKSP1,11062
MAPRE1,11063
MAPRE2,11064
MAPRE3,11065
MAPT,11066
MARC1,11067
MARC2,11068
MARCH1,11069
MARCH10,11070
MARCH11,11071
MARCH2,11072
MARCH3,11073
MARCH4,11074
MARCH5,11075
MARCH6,11076
MARCH7,11077
MARCH8,11078
MARCH9,11079
MARCKS,11080
MARCKSL1,11081
MARCO,11082
MARK1,11083
MARK2,11084
MARK3,11085
MARK4,11086
MARS,11087
MARS2,11088
MARVELD2,11089
MARVELD3,11090
MAS1,11091
MAS1L,11092
MASP1,11093
MASP2,11094
MAST1,11095
MAST2,11096
MAST3,11097
MAST4,11098
MASTL,11099
MAT1A,11100
MAT2A,11101
MAT2B,11102
MATK,11103
MATN1,11104
MATN2,11105
MATN3,11106
MATN4,11107
MATR3,11108
MAU2,11109
MAVS,11110
MAX,11111
MAZ,11112
MB,11113
MB21D1,11114
MB21D2,11115
MBD1,11116
MBD2,11117
MBD3,11118
MBD3L1,11119
MBD3L3,11120
MBD4,11121
MBD5,11122
MBD6,11123
MBIP,11124
MBL2,11125
MBLAC1,11126
MBLAC2,11127
MBNL1,11128
MBNL2,11129
MBNL3,11130
MBOAT1,11131
MBOAT2,11132
MBOAT4,11133
MBOAT7,11134
MBP,11135
MBTD1,11136
MBTPS1,11137
MBTPS2,11138
MC1R,11139
MC2R,11140
MC3R,11141
MC4R,11142
MC5R,11143
MCAM,11144
MCART1,11145
MCART2,11146
MCART6,11147
MCAT,11148
MCC,11149
MCCC1,11150
MCCC2,11151
MCEE,11152
MCF2,11153
MCF2L,11154
MCF2L2,11155
MCFD2,11156
MCHR1,11157
MCHR2,11158
MCIN,11159
MCL1,11160
MCM10,11161
MCM2,11162
MCM3,11163
MCM3AP,11164
MCM4,11165
MCM5,11166
MCM6,11167
MCM7,11168
MCM8,11169
MCM9,11170
MCMBP,11171
MCMDC2,11172
MCOLN1,11173
MCOLN2,11174
MCOLN3,11175
MCPH1,11176
MCRS1,11177
MCTP1,11178
MCTP2,11179
MCTS1,11180
MCU,11181
MDC1,11182
MDFI,11183
MDFIC,11184
MDGA1,11185
MDGA2,11186
MDH1,11187
MDH1B,11188
MDH2,11189
MDK,11190
MDM1,11191
MDM2,11192
MDM4,11193
MDN1,11194
MDP1,11195
MDS2,11196
ME1,11197
ME2,11198
ME3,11199
MEA1,11200
MEAF6,11201
MECOM,11202
MECP2,11203
MECR,11204
MED1,11205
MED10,11206
MED11,11207
MED12,11208
MED12L,11209
MED13,11210
MED13L,11211
MED14,11212
MED15,11213
MED16,11214
MED17,11215
MED18,11216
MED19,11217
MED20,11218
MED21,11219
MED22,11220
MED23,11221
MED24,11222
MED25,11223
MED26,11224
MED27,11225
MED28,11226
MED29,11227
MED30,11228
MED31,11229
MED4,11230
MED6,11231
MED7,11232
MED8,11233
MED9,11234
MEF2A,11235
MEF2B,11236
MEF2C,11237
MEF2D,11238
MEFV,11239
MEGF10,11240
MEGF11,11241
MEGF6,11242
MEGF8,11243
MEGF9,11244
MEI1,11245
MEIG1,11246
MEIOB,11247
MEIS1,11248
MEIS2,11249
MEIS3,11250
MEIS3P1,11251
MELK,11252
MEMO1,11253
MEN1,11254
MEOX1,11255
MEOX2,11256
MEP1A,11257
MEP1B,11258
MEPCE,11259
MEPE,11260
MERTK,11261
MESDC1,11262
MESDC2,11263
MESP2,11264
MEST,11265
MET,11266
METAP1,11267
METAP1D,11268
METAP2,11269
METRN,11270
METRNL,11271
METT10D,11272
METT11D1,11273
METT5D1,11274
METTL1,11275
METTL10,11276
METTL11A,11277
METTL11B,11278
METTL12,11279
METTL13,11280
METTL14,11281
METTL15,11282
METTL16,11283
METTL17,11284
METTL18,11285
METTL19,11286
METTL20,11287
METTL21A,11288
METTL21B,11289
METTL21C,11290
METTL22,11291
METTL23,11292
METTL24,11293
METTL25,11294
METTL2A,11295
METTL2B,11296
METTL3,11297
METTL4,11298
METTL5,11299
METTL6,11300
METTL7A,11301
METTL7B,11302
METTL8,11303
METTL9,11304
MEX3A,11305
MEX3B,11306
MEX3C,11307
MFAP1,11308
MFAP2,11309
MFAP3,11310
MFAP3L,11311
MFAP4,11312
MFAP5,11313
MFF,11314
MFGE8,11315
MFHAS1,11316
MFI2,11317
MFN1,11318
MFN2,11319
MFNG,11320
MFRP,11321
MFSD1,11322
MFSD10,11323
MFSD11,11324
MFSD12,11325
MFSD2A,11326
MFSD2B,11327
MFSD3,11328
MFSD4,11329
MFSD5,11330
MFSD6,11331
MFSD6L,11332
MFSD7,11333
MFSD8,11334
MFSD9,11335
MGA,11336
MGAM,11337
MGARP,11338
MGAT1,11339
MGAT2,11340
MGAT3,11341
MGAT4A,11342
MGAT4B,11343
MGAT4C,11344
MGAT5,11345
MGAT5B,11346
MGC26647,11347
MGC29506,11348
MGC42105,11349
MGC87042,11350
MGEA5,11351
MGLL,11352
MGMT,11353
MGP,11354
MGRN1,11355
MGST1,11356
MGST2,11357
MGST3,11358
MIA,11359
MIA2,11360
MIA3,11361
MIB1,11362
MIB2,11363
MICA,11364
MICAL1,11365
MICAL2,11366
MICAL3,11367
MICALCL,11368
MICALL1,11369
MICALL2,11370
MICB,11371
MICU1,11372
MID1,11373
MID1IP1,11374
MID2,11375
MIDN,11376
MIEN1,11377
MIER1,11378
MIER2,11379
MIER3,11380
MIF4GD,11381
MIIP,11382
MINA,11383
MINK1,11384
MINPP1,11385
MIOS,11386
MIOX,11387
MIP,11388
MIPEP,11389
MIPOL1,11390
MIR7-3HG,11391
MIRLET7B,11392
MIS12,11393
MIS18BP1,11394
MITD1,11395
MITF,11396
MIXL1,11397
MKI67,11398
MKI67IP,11399
MKKS,11400
MKL1,11401
MKL2,11402
MKLN1,11403
MKNK1,11404
MKNK2,11405
MKRN1,11406
MKRN2,11407
MKRN2-AS1,11408
MKRN3,11409
MKS1,11410
MKX,11411
MLANA,11412
MLC1,11413
MLEC,11414
MLF1,11415
MLF1IP,11416
MLF2,11417
MLH1,11418
MLH3,11419
MLIP,11420
MLKL,11421
MLL,11422
MLL2,11423
MLL3,11424
MLL4,11425
MLL5,11426
MLLT1,11427
MLLT10,11428
MLLT11,11429
MLLT3,11430
MLLT4,11431
MLLT6,11432
MLN,11433
MLNR,11434
MLPH,11435
MLST8,11436
MLX,11437
MLXIP,11438
MLXIPL,11439
MLYCD,11440
MMAA,11441
MMAB,11442
MMACHC,11443
MMADHC,11444
MMD,11445
MMD2,11446
MME,11447
MMEL1,11448
MMGT1,11449
MMP1,11450
MMP10,11451
MMP11,11452
MMP12,11453
MMP13,11454
MMP14,11455
MMP15,11456
MMP16,11457
MMP17,11458
MMP19,11459
MMP2,11460
MMP20,11461
MMP21,11462
MMP23B,11463
MMP24,11464
MMP25,11465
MMP26,11466
MMP27,11467
MMP28,11468
MMP3,11469
MMP7,11470
MMP8,11471
MMP9,11472
MMRN1,11473
MMRN2,11474
MMS19,11475
MMS22L,11476
MN1,11477
MNAT1,11478
MND1,11479
MNDA,11480
MNF1,11481
MNS1,11482
MNT,11483
MNX1,11484
MOAP1,11485
MOB1A,11486
MOB1B,11487
MOB3A,11488
MOB3B,11489
MOB3C,11490
MOB4,11491
MOBKL1A,11492
MOBKL1B,11493
MOBKL2A,11494
MOBKL2B,11495
MOBKL2C,11496
MOBKL3,11497
MOBP,11498
MOCOS,11499
MOCS1,11500
MOCS2,11501
MOCS3,11502
MOG,11503
MOGAT1,11504
MOGAT2,11505
MOGAT3,11506
MOGS,11507
MOK,11508
MON1A,11509
MON1B,11510
MON2,11511
MORC1,11512
MORC2,11513
MORC3,11514
MORC4,11515
MORF4,11516
MORF4L1,11517
MORF4L2,11518
MORG1,11519
MORN1,11520
MORN3,11521
MORN4,11522
MORN5,11523
MOS,11524
MOSC1,11525
MOSPD1,11526
MOSPD2,11527
MOSPD3,11528
MOV10,11529
MOV10L1,11530
MOXD1,11531
MPC1,11532
MPC2,11533
MPDU1,11534
MPDZ,11535
MPEG1,11536
MPG,11537
MPHOSPH10,11538
MPHOSPH6,11539
MPHOSPH8,11540
MPHOSPH9,11541
MPI,11542
MPL,11543
MPLKIP,11544
MPN2,11545
MPND,11546
MPO,11547
MPP1,11548
MPP2,11549
MPP3,11550
MPP4,11551
MPP5,11552
MPP6,11553
MPP7,11554
MPPE1,11555
MPPED1,11556
MPPED2,11557
MPRIP,11558
MPST,11559
MPV17,11560
MPV17L,11561
MPV17L2,11562
MPZ,11563
MPZL1,11564
MPZL2,11565
MPZL3,11566
MR1,11567
MRAP,11568
MRAP2,11569
MRAS,11570
MRC1,11571
MRC2,11572
MRE11A,11573
MREG,11574
MRFAP1,11575
MRFAP1L1,11576
MRGPRD,11577
MRGPRE,11578
MRGPRF,11579
MRGPRG,11580
MRGPRG-AS1,11581
MRGPRX1,11582
MRGPRX2,11583
MRGPRX3,11584
MRGPRX4,11585
MRI1,11586
MRM1,11587
MRO,11588
MRP63,11589
MRPL1,11590
MRPL10,11591
MRPL11,11592
MRPL12,11593
MRPL13,11594
MRPL14,11595
MRPL15,11596
MRPL16,11597
MRPL17,11598
MRPL18,11599
MRPL19,11600
MRPL2,11601
MRPL20,11602
MRPL21,11603
MRPL22,11604
MRPL23,11605
MRPL24,11606
MRPL27,11607
MRPL28,11608
MRPL3,11609
MRPL30,11610
MRPL32,11611
MRPL33,11612
MRPL34,11613
MRPL35,11614
MRPL36,11615
MRPL37,11616
MRPL38,11617
MRPL39,11618
MRPL4,11619
MRPL40,11620
MRPL41,11621
MRPL42,11622
MRPL43,11623
MRPL44,11624
MRPL45,11625
MRPL46,11626
MRPL47,11627
MRPL48,11628
MRPL49,11629
MRPL50,11630
MRPL51,11631
MRPL52,11632
MRPL53,11633
MRPL55,11634
MRPL9,11635
MRPS10,11636
MRPS11,11637
MRPS12,11638
MRPS14,11639
MRPS15,11640
MRPS16,11641
MRPS17,11642
MRPS18A,11643
MRPS18B,11644
MRPS18C,11645
MRPS2,11646
MRPS21,11647
MRPS22,11648
MRPS23,11649
MRPS24,11650
MRPS25,11651
MRPS26,11652
MRPS27,11653
MRPS28,11654
MRPS30,11655
MRPS31,11656
MRPS33,11657
MRPS34,11658
MRPS35,11659
MRPS36,11660
MRPS5,11661
MRPS6,11662
MRPS7,11663
MRPS9,11664
MRRF,11665
MRRFP1,11666
MRS2,11667
MRTO4,11668
MRVI1,11669
MS4A1,11670
MS4A10,11671
MS4A12,11672
MS4A13,11673
MS4A14,11674
MS4A15,11675
MS4A2,11676
MS4A3,11677
MS4A4A,11678
MS4A4E,11679
MS4A5,11680
MS4A6A,11681
